transaction_id,account_id,customer_name,address,account_type,timestamp,amount,channel,merchant,device_id,ip_country,ip_city,customer_tenure_days,prior_avg_txn_amount,risk_score,flagged,signals,recommended_action,confidence,reasoning,injected_fraud_pattern
TXN006156,ACC001722,Amit Bose,"Salt Lake, Pune - 128363",Current,2026-07-26T13:43:30.365987,7334.67,UPI,Myntra,DEV-545441,IN,Pune,501,4962.62,0,False,,,,,
TXN006157,ACC000645,Shalini Nair,"Koramangala, Ahmedabad - 186558",Salary,2026-06-26T18:24:43.942926,4237.41,UPI,Swiggy,DEV-608306,IN,Ahmedabad,35,3774.25,0,False,,,,,
TXN006158,ACC001388,Sunita Kumar,"Gachibowli, Ahmedabad - 497832",Salary,2026-07-17T06:25:54.214815,24401.34,UPI,Zomato,DEV-504687,IN,Ahmedabad,37,19097.0,0,False,,,,,
TXN006159,ACC001162,Sunita Patel,"Powai, Kolkata - 186904",Savings,2026-06-01T17:10:25.456942,3071.23,Card,Apollo Pharmacy,DEV-722273,IN,Kolkata,150,4143.63,0,False,,,,,
TXN006160,ACC000903,Anil Joshi,"Malviya Nagar, Pune - 743829",Salary,2026-05-14T14:06:03.670935,25422.95,IMPS,Local Restaurant,DEV-390956,IN,Pune,594,21335.9,0,False,,,,,
TXN006161,ACC002133,Pooja Singh,"Ballygunge, Mumbai - 316578",Savings,2026-06-14T19:26:44.656289,1301.73,UPI,School Fee Payment,DEV-948239,IN,Mumbai,2016,1152.9,0,False,,,,,
TXN006162,ACC001973,Priya Reddy,"Koramangala, Delhi - 444722",Savings,2026-05-06T18:55:46.952750,6341.99,Card,Myntra,DEV-616782,IN,Delhi,1530,7477.33,0,False,,,,,
TXN006163,ACC000683,Kavita Kumar,"Powai, Pune - 868247",Salary,2026-07-03T20:50:05.790618,4018.65,UPI,Metro Card Recharge,DEV-260119,IN,Pune,323,11153.83,0,False,,,,,
TXN006164,ACC000170,Arjun Kumar,"Koramangala, Chennai - 661654",Savings,2026-06-20T09:54:01.078055,3541.73,UPI,Swiggy,DEV-988283,IN,Chennai,914,4643.38,0,False,,,,,
TXN006165,ACC001450,Divya Iyer,"Kothrud, Delhi - 753026",Current,2026-05-24T16:30:05.306628,74693.85,NEFT,Swiggy,DEV-747704,IN,Delhi,107,79111.36,0,False,,,,,
TXN006166,ACC000139,Anil Reddy,"Vasant Kunj, Ahmedabad - 662761",Savings,2026-07-07T07:06:32.976724,34738.06,NEFT,Reliance Retail,DEV-805188,IN,Ahmedabad,1246,53838.72,0,False,,,,,
TXN006167,ACC000481,Shalini Patel,"Aundh, Chennai - 283781",Current,2026-07-22T19:13:25.216122,34913.32,UPI,Airtel Recharge,DEV-142859,IN,Chennai,2473,38763.41,0,False,,,,,
TXN006168,ACC002035,Sunita Singh,"Aundh, Chennai - 508404",Savings,2026-05-02T17:26:31.121703,50924.13,IMPS,Flipkart,DEV-514636,IN,Chennai,1846,45719.71,0,False,,,,,
TXN006169,ACC001515,Karan Kumar,"Malviya Nagar, Mumbai - 177525",Salary,2026-06-09T00:22:54.135679,5861.5,Card,BSES Electricity Bill,DEV-946559,IN,Mumbai,91,6506.52,0,False,,,,,
TXN006170,ACC000614,Karan Pillai,"Alwarpet, Mumbai - 502569",Salary,2026-05-27T07:40:46.239805,94867.05,Card,Apollo Pharmacy,DEV-754319,IN,Mumbai,225,71197.88,0,False,,,,,
TXN006171,ACC000952,Pooja Bose,"Malviya Nagar, Delhi - 306508",Savings,2026-05-20T11:44:49.875277,30970.35,Card,Reliance Retail,DEV-927614,IN,Delhi,63,33090.51,0,False,,,,,
TXN006172,ACC001082,Deepak Iyer,"Vasant Kunj, Ahmedabad - 270814",Savings,2026-05-12T21:59:34.601918,24997.26,Card,Housing Society Maintenance,DEV-736005,IN,Ahmedabad,2184,32936.71,0,False,,,,,
TXN006173,ACC000102,Anjali Joshi,"Malviya Nagar, Ahmedabad - 691912",Salary,2026-06-18T09:03:51.115372,85780.82,IMPS,Rent Payment - Landlord,DEV-896788,IN,Ahmedabad,338,47117.61,0,False,,,,,
TXN006174,ACC002086,Karan Mehta,"Powai, Pune - 230056",Savings,2026-07-19T17:55:46.546988,504.86,UPI,Housing Society Maintenance,DEV-570279,IN,Pune,2166,359.8,0,False,,,,,
TXN006175,ACC000769,Anjali Reddy,"Koramangala, Kolkata - 620518",Current,2026-07-09T20:43:50.015335,22054.4,UPI,LIC Premium,DEV-117224,IN,Kolkata,253,21747.78,0,False,,,,,
TXN006176,ACC000512,Sunita Desai,"Malviya Nagar, Mumbai - 615530",Savings,2026-06-15T11:13:36.384060,7026.42,IMPS,Housing Society Maintenance,DEV-288006,IN,Mumbai,249,12431.67,0,False,,,,,
TXN006177,ACC000482,Kavita Joshi,"Jubilee Hills, Pune - 881206",Savings,2026-06-29T22:17:46.372316,63822.7,IMPS,HDFC Credit Card Payment,DEV-836984,IN,Pune,931,46102.08,0,False,,,,,
TXN006178,ACC000754,Anjali Patel,"Salt Lake, Kolkata - 318964",NRI,2026-06-04T11:57:29.089285,30529.18,UPI,Swiggy,DEV-911781,IN,Kolkata,1753,43008.59,0,False,,,,,
TXN006179,ACC001769,Divya Iyer,"Aundh, Pune - 855848",Savings,2026-05-07T05:57:56.565958,824.44,UPI,Ola,DEV-857464,IN,Pune,735,708.47,0,False,,,,,
TXN006180,ACC001251,Meera Iyer,"Koramangala, Ahmedabad - 647579",Savings,2026-06-05T23:53:21.293768,54715.06,UPI,Zomato,DEV-410810,IN,Ahmedabad,2015,39431.42,0,False,,,,,
TXN006181,ACC001458,Meera Gupta,"Vasant Kunj, Delhi - 432120",Salary,2026-07-04T19:50:27.850313,1175.06,UPI,BigBasket,DEV-535637,IN,Delhi,580,1371.2,0,False,,,,,
TXN006182,ACC001556,Vikram Joshi,"Powai, Kolkata - 600890",Salary,2026-06-14T22:01:19.474232,3031.61,Card,Reliance Retail,DEV-740975,IN,Kolkata,49,3638.6,0,False,,,,,
TXN006183,ACC001444,Rajesh Nair,"Koramangala, Pune - 130588",Salary,2026-05-18T19:09:39.873614,922.76,IMPS,Uber,DEV-710313,IN,Pune,75,1045.42,0,False,,,,,
TXN006184,ACC000963,Amit Kumar,"Andheri West, Kolkata - 899248",NRI,2026-05-05T10:48:35.454411,25150.01,IMPS,Zomato,DEV-512658,IN,Kolkata,1731,35021.1,0,False,,,,,
TXN006185,ACC001430,Vikram Sharma,"Alwarpet, Kolkata - 330628",Savings,2026-07-02T19:38:33.649849,528.84,NEFT,Flipkart,DEV-502680,IN,Kolkata,2060,637.36,0,False,,,,,
TXN006186,ACC000209,Amit Bose,"Powai, Chennai - 359579",Savings,2026-07-20T16:02:50.258803,655.7,UPI,IRCTC,DEV-253347,IN,Chennai,607,1760.69,0,False,,,,,
TXN006187,ACC001421,Anil Gupta,"Jubilee Hills, Hyderabad - 856408",Current,2026-05-05T09:15:58.845248,87670.92,Card,Petrol Pump - HP,DEV-326735,IN,Hyderabad,148,77230.52,0,False,,,,,
TXN006188,ACC002086,Karan Mehta,"Powai, Pune - 230056",Savings,2026-06-20T19:47:50.558411,297.46,UPI,Swiggy,DEV-570279,IN,Pune,2166,359.8,0,False,,,,,
TXN006189,ACC002039,Sunita Patel,"Vasant Kunj, Mumbai - 813007",Salary,2026-07-17T15:47:42.081571,27742.13,UPI,BigBasket,DEV-329021,IN,Mumbai,1582,42577.09,0,False,,,,,
TXN006190,ACC000649,Priya Pillai,"Kothrud, Bengaluru - 275161",Savings,2026-07-29T08:04:27.806560,1138.22,Card,LIC Premium,DEV-935635,IN,Bengaluru,424,1676.95,0,False,,,,,
TXN006191,ACC000757,Manoj Joshi,"Alwarpet, Bengaluru - 484546",Savings,2026-07-29T11:35:21.303078,44082.85,NEFT,Local Restaurant,DEV-813644,IN,Bengaluru,872,41061.05,0,False,,,,,
TXN006192,ACC000002,Anil Singh,"Ballygunge, Ahmedabad - 391704",Current,2026-05-19T04:22:24.031160,12107.5,UPI,BigBasket,DEV-331148,IN,Ahmedabad,149,11308.25,20,False,unusual transaction hour (04:00),,,,
TXN006193,ACC001166,Sanjay Singh,"Andheri West, Hyderabad - 512502",Current,2026-06-05T14:12:03.215239,21322.25,NEFT,Housing Society Maintenance,DEV-334662,IN,Hyderabad,340,21247.81,0,False,,,,,
TXN006194,ACC002034,Rohit Rao,"HSR Layout, Delhi - 712516",Salary,2026-06-27T15:11:57.035295,285.31,IMPS,Myntra,DEV-901896,IN,Delhi,44,524.55,0,False,,,,,
TXN006195,ACC000687,Neha Kumar,"Aundh, Delhi - 596894",Savings,2026-07-13T21:13:04.282471,859.64,UPI,School Fee Payment,DEV-159067,IN,Delhi,324,877.8,0,False,,,,,
TXN006196,ACC000050,Ritu Chatterjee,"Malviya Nagar, Ahmedabad - 846420",Salary,2026-05-14T17:20:17.229498,1195.53,UPI,Swiggy,DEV-824156,IN,Ahmedabad,294,634.44,0,False,,,,,
TXN006197,ACC000055,Shalini Pillai,"Salt Lake, Delhi - 224205",Current,2026-06-15T00:44:34.729681,35648.87,Card,Airtel Recharge,DEV-418594,IN,Delhi,235,24862.26,0,False,,,,,
TXN006198,ACC001992,Sanjay Bose,"Koramangala, Ahmedabad - 506356",Current,2026-06-11T19:49:26.162296,13706.06,UPI,Apollo Pharmacy,DEV-230860,IN,Ahmedabad,126,14015.61,0,False,,,,,
TXN006199,ACC001817,Divya Sharma,"HSR Layout, Kolkata - 660370",Savings,2026-07-07T15:48:22.025297,1519.2,UPI,Swiggy,DEV-311383,IN,Kolkata,646,1879.32,0,False,,,,,
TXN006200,ACC000677,Amit Rao,"Banjara Hills, Mumbai - 442360",Savings,2026-05-13T11:06:38.583918,672.78,NEFT,Swiggy,DEV-556018,IN,Mumbai,153,506.78,0,False,,,,,
TXN006201,ACC000268,Manoj Desai,"Vasant Kunj, Ahmedabad - 810091",Current,2026-07-08T13:03:54.712786,5522.12,UPI,Salary Credit - Employer,DEV-328808,IN,Ahmedabad,1616,6894.18,0,False,,,,,
TXN006202,ACC001309,Anjali Chatterjee,"Banjara Hills, Delhi - 568531",Savings,2026-05-05T09:53:12.333968,10916.78,UPI,Local Restaurant,DEV-740903,IN,Delhi,1727,9508.92,0,False,,,,,
TXN006203,ACC001013,Shalini Gupta,"Gachibowli, Ahmedabad - 683346",Savings,2026-07-12T08:11:54.664348,14817.57,Card,Salary Credit - Employer,DEV-606748,IN,Ahmedabad,255,16350.31,0,False,,,,,
TXN006204,ACC001737,Karan Rao,"Malviya Nagar, Bengaluru - 778267",Savings,2026-07-29T11:30:30.781844,2633.39,IMPS,Housing Society Maintenance,DEV-692389,IN,Bengaluru,443,8599.35,0,False,,,,,
TXN006205,ACC000575,Sunita Gupta,"Aundh, Chennai - 244464",Savings,2026-05-23T14:34:49.806493,1668.74,IMPS,LIC Premium,DEV-261790,IN,Chennai,1008,1474.69,0,False,,,,,
TXN006206,ACC001374,Rajesh Verma,"Indiranagar, Pune - 440052",Salary,2026-07-24T11:44:46.389210,1248.0,UPI,Rent Payment - Landlord,DEV-229400,IN,Pune,1056,1970.12,0,False,,,,,
TXN006207,ACC001993,Karan Patel,"Indiranagar, Delhi - 658761",Current,2026-06-12T10:05:49.103188,8736.01,UPI,BSES Electricity Bill,DEV-467965,IN,Delhi,126,14337.07,0,False,,,,,
TXN006208,ACC001565,Divya Patel,"Indiranagar, Delhi - 328351",Salary,2026-07-25T15:11:47.559237,13820.5,UPI,LIC Premium,DEV-304719,IN,Delhi,338,800.07,55,True,amount 17.3x above account average,Route to Analyst,50,Flagged by rule-based signals; detailed reasoning unavailable for this record.,amount_spike
TXN006209,ACC000609,Sanjay Sharma,"Indiranagar, Kolkata - 570665",Savings,2026-05-10T21:05:58.398331,1002.01,UPI,Local Kirana Store,DEV-391433,IN,Kolkata,2394,1131.06,0,False,,,,,
TXN006210,ACC000757,Manoj Joshi,"Alwarpet, Bengaluru - 484546",Savings,2026-05-20T22:46:09.859826,63165.88,POS,Petrol Pump - HP,DEV-813644,IN,Bengaluru,872,41061.05,0,False,,,,,
TXN006211,ACC002072,Anjali Reddy,"Salt Lake, Chennai - 438392",Salary,2026-05-26T11:47:56.554361,14944.76,Card,HDFC Credit Card Payment,DEV-397144,IN,Chennai,275,12486.69,0,False,,,,,
TXN006212,ACC000101,Vikram Rao,"Salt Lake, Bengaluru - 207798",Savings,2026-05-27T14:07:28.098276,4332.33,UPI,Swiggy,DEV-862712,IN,Bengaluru,116,4520.75,0,False,,,,,
TXN006213,ACC001883,Arjun Chatterjee,"Gachibowli, Delhi - 640298",Savings,2026-06-01T10:50:23.454566,15323.1,UPI,BigBasket,DEV-187348,IN,Delhi,270,29599.22,0,False,,,,,
TXN006214,ACC001839,Pooja Chatterjee,"Salt Lake, Pune - 454753",Savings,2026-05-13T11:57:25.448129,7818.31,IMPS,Reliance Retail,DEV-643754,IN,Pune,154,6262.75,0,False,,,,,
TXN006215,ACC001016,Anil Chatterjee,"Koramangala, Kolkata - 279664",Current,2026-05-03T02:04:57.369858,1170.56,UPI,Flipkart,DEV-621281,IN,Kolkata,1282,12875.97,20,False,unusual transaction hour (02:00),,,,
TXN006216,ACC000202,Deepak Desai,"Ballygunge, Kolkata - 244564",Savings,2026-06-09T16:53:10.055364,44223.63,UPI,Swiggy,DEV-507333,IN,Kolkata,190,60073.38,0,False,,,,,
TXN006217,ACC000544,Pooja Chatterjee,"HSR Layout, Ahmedabad - 360380",Savings,2026-05-25T22:05:44.942817,9112.95,IMPS,Petrol Pump - HP,DEV-346924,IN,Ahmedabad,1140,12302.03,0,False,,,,,
TXN006218,ACC000591,Priya Chatterjee,"Aundh, Kolkata - 667273",Salary,2026-05-08T06:00:14.365597,9982.18,UPI,LIC Premium,DEV-344131,IN,Kolkata,975,10122.02,0,False,,,,,
TXN006219,ACC001186,Ritu Bose,"Ballygunge, Delhi - 242365",Current,2026-07-24T17:05:31.010832,13097.34,Card,LIC Premium,DEV-903340,IN,Delhi,1655,53652.15,0,False,,,,,
TXN006220,ACC000783,Anjali Reddy,"Powai, Hyderabad - 434232",Current,2026-05-14T15:08:36.424909,19150.83,UPI,Swiggy,DEV-544320,IN,Hyderabad,330,14398.91,0,False,,,,,
TXN006221,ACC000659,Karan Pillai,"Banjara Hills, Kolkata - 593578",Savings,2026-07-07T18:22:38.648542,12756.25,Card,Swiggy,DEV-517589,IN,Kolkata,325,12156.76,0,False,,,,,
TXN006222,ACC001978,Amit Kumar,"Andheri West, Bengaluru - 672631",Savings,2026-07-21T09:25:11.621106,1314.54,NEFT,Apollo Pharmacy,DEV-822684,IN,Bengaluru,1046,1405.66,0,False,,,,,
TXN006223,ACC001754,Kavita Sharma,"Salt Lake, Bengaluru - 453195",Current,2026-05-13T22:13:30.554185,948.75,UPI,LIC Premium,DEV-643781,IN,Bengaluru,99,793.11,0,False,,,,,
TXN006224,ACC001809,Neha Joshi,"Vasant Kunj, Ahmedabad - 281010",Savings,2026-06-17T16:12:13.535266,73463.07,NEFT,Zomato,DEV-418961,IN,Ahmedabad,253,78190.99,0,False,,,,,
TXN006225,ACC001818,Meera Rao,"Andheri West, Pune - 752435",Savings,2026-06-12T22:32:11.714083,2269.9,IMPS,School Fee Payment,DEV-528038,IN,Pune,1668,1761.07,0,False,,,,,
TXN006226,ACC001564,Karan Gupta,"Kothrud, Hyderabad - 698816",Savings,2026-07-11T20:30:35.756271,7356.25,UPI,Apollo Pharmacy,DEV-708783,IN,Hyderabad,2160,12263.12,0,False,,,,,
TXN006227,ACC001753,Amit Mehta,"Malviya Nagar, Kolkata - 443120",Savings,2026-05-02T18:20:56.104231,567.59,IMPS,BSES Electricity Bill,DEV-134783,IN,Kolkata,2395,474.15,0,False,,,,,
TXN006228,ACC001576,Manoj Desai,"Jubilee Hills, Ahmedabad - 267642",NRI,2026-06-05T02:38:11.836882,2473.82,NEFT,School Fee Payment,DEV-546120,IN,Ahmedabad,1590,1865.79,20,False,unusual transaction hour (02:00),,,,
TXN006229,ACC000953,Rajesh Patel,"Indiranagar, Chennai - 170461",NRI,2026-06-16T12:42:03.611141,20424.87,UPI,Local Restaurant,DEV-203641,IN,Chennai,356,17134.63,0,False,,,,,
TXN006230,ACC001282,Anil Verma,"Kothrud, Mumbai - 382410",Salary,2026-05-15T11:55:13.746449,794.14,UPI,LIC Premium,DEV-486589,IN,Mumbai,49,917.47,0,False,,,,,
TXN006231,ACC001790,Amit Reddy,"Gachibowli, Pune - 446132",Current,2026-07-03T17:59:22.485153,12180.77,POS,BSES Electricity Bill,DEV-708946,IN,Pune,1994,14177.48,0,False,,,,,
TXN006232,ACC000813,Divya Joshi,"Banjara Hills, Hyderabad - 691299",Salary,2026-06-29T10:09:43.765561,10351.95,Card,Petrol Pump - HP,DEV-416693,IN,Hyderabad,1383,14569.79,0,False,,,,,
TXN006233,ACC001319,Sunita Iyer,"Jubilee Hills, Hyderabad - 646300",Salary,2026-06-13T08:49:10.253929,887.24,IMPS,Metro Card Recharge,DEV-577462,IN,Hyderabad,1153,884.51,0,False,,,,,
TXN006234,ACC000688,Meera Singh,"Gachibowli, Pune - 612361",Current,2026-05-28T20:03:38.973126,1796.57,POS,Local Kirana Store,DEV-224573,IN,Pune,1751,1945.51,0,False,,,,,
TXN006235,ACC001198,Manoj Rao,"Gachibowli, Kolkata - 791557",Savings,2026-06-11T18:18:27.798038,2413.55,IMPS,Metro Card Recharge,DEV-440904,IN,Kolkata,135,10423.52,0,False,,,,,
TXN006236,ACC001008,Rohit Desai,"Koramangala, Hyderabad - 857009",Savings,2026-07-21T12:38:23.202868,1630.27,UPI,Reliance Retail,DEV-431910,IN,Hyderabad,1732,1309.52,0,False,,,,,
TXN006237,ACC000371,Kavita Singh,"Aundh, Bengaluru - 193826",Savings,2026-06-12T21:41:05.323530,19902.95,NEFT,School Fee Payment,DEV-598357,IN,Bengaluru,855,17729.57,0,False,,,,,
TXN006238,ACC000410,Ritu Bose,"Andheri West, Hyderabad - 580921",Savings,2026-06-21T11:12:35.348285,29294.64,POS,Ola,DEV-902575,IN,Hyderabad,258,28185.36,0,False,,,,,
TXN006239,ACC001510,Priya Chatterjee,"HSR Layout, Mumbai - 491433",Salary,2026-05-22T08:25:23.134547,1156.48,Card,Petrol Pump - HP,DEV-406891,IN,Mumbai,327,1017.59,0,False,,,,,
TXN006240,ACC002200,Divya Gupta,"Indiranagar, Chennai - 520776",NRI,2026-06-10T12:59:42.435906,618.08,IMPS,Salary Credit - Employer,DEV-197549,IN,Chennai,332,420.22,0,False,,,,,
TXN006241,ACC001588,Arjun Joshi,"Aundh, Ahmedabad - 765432",Savings,2026-06-10T00:49:30.760406,267.04,NEFT,Myntra,DEV-209935,IN,Ahmedabad,1409,323.64,0,False,,,,,
TXN006242,ACC001832,Sanjay Joshi,"Gachibowli, Ahmedabad - 620512",Savings,2026-05-17T15:07:46.695294,1489.96,Card,Salary Credit - Employer,DEV-757582,IN,Ahmedabad,1514,1971.98,0,False,,,,,
TXN006243,ACC000884,Shalini Nair,"Vasant Kunj, Ahmedabad - 837022",Savings,2026-06-26T21:22:21.201110,65054.08,IMPS,Metro Card Recharge,DEV-392089,IN,Ahmedabad,2295,77847.61,0,False,,,,,
TXN006244,ACC000900,Rajesh Sharma,"HSR Layout, Delhi - 486785",Current,2026-07-15T19:49:26.215353,8546.6,IMPS,HDFC Credit Card Payment,DEV-444406,IN,Delhi,121,8838.03,0,False,,,,,
TXN006245,ACC000178,Sunita Reddy,"Jubilee Hills, Kolkata - 287974",Savings,2026-07-05T04:51:41.129959,959.99,UPI,BSES Electricity Bill,DEV-626611,IN,Kolkata,240,1152.95,20,False,unusual transaction hour (04:00),,,,
TXN006246,ACC001862,Kavita Patel,"Jubilee Hills, Ahmedabad - 352916",Savings,2026-07-10T19:39:39.903452,519.99,UPI,Local Kirana Store,DEV-415296,IN,Ahmedabad,234,525.02,0,False,,,,,
TXN006247,ACC001196,Priya Nair,"Banjara Hills, Pune - 845609",NRI,2026-07-21T12:03:43.886649,110971.14,Card,Reliance Retail,DEV-225805,IN,Pune,1148,67939.0,0,False,,,,,
TXN006248,ACC000073,Anil Chatterjee,"Vasant Kunj, Ahmedabad - 799233",Salary,2026-05-20T14:40:19.760109,36951.0,UPI,Local Kirana Store,DEV-366314,IN,Ahmedabad,70,30092.25,0,False,,,,,
TXN006249,ACC002041,Ritu Sharma,"Ballygunge, Kolkata - 635312",Savings,2026-05-10T20:56:31.446630,53643.8,UPI,Airtel Recharge,DEV-692840,IN,Kolkata,1437,35357.59,0,False,,,,,
TXN006250,ACC001694,Sanjay Reddy,"Aundh, Chennai - 110415",Savings,2026-06-20T17:57:09.365191,25496.57,Card,DMart,DEV-341457,IN,Chennai,100,19081.65,0,False,,,,,
TXN006251,ACC000710,Pooja Mehta,"Alwarpet, Pune - 514563",Savings,2026-06-13T09:52:02.700653,23255.37,UPI,DMart,DEV-362285,IN,Pune,73,15449.18,0,False,,,,,
TXN006252,ACC000781,Rohit Verma,"Alwarpet, Hyderabad - 308915",Salary,2026-05-14T10:48:05.413648,718.24,UPI,BigBasket,DEV-380589,IN,Hyderabad,88,789.57,0,False,,,,,
TXN006253,ACC001591,Amit Rao,"Gachibowli, Mumbai - 619356",Current,2026-05-07T03:43:06.008491,87144.31,UPI,Ola,DEV-936016,IN,Mumbai,1306,52397.39,20,False,unusual transaction hour (03:00),,,,
TXN006254,ACC000504,Pooja Iyer,"Vasant Kunj, Chennai - 824619",Salary,2026-07-23T16:17:37.381020,921.86,IMPS,Swiggy,DEV-602811,IN,Chennai,831,1028.88,0,False,,,,,
TXN006255,ACC000424,Manoj Iyer,"Banjara Hills, Chennai - 203024",Savings,2026-07-10T22:57:38.336815,36436.02,UPI,Amazon India,DEV-425434,IN,Chennai,42,62608.67,0,False,,,,,
TXN006256,ACC001646,Shalini Pillai,"Jubilee Hills, Ahmedabad - 783914",Savings,2026-05-31T12:23:59.880791,46931.37,UPI,IRCTC,DEV-962596,IN,Ahmedabad,273,63590.0,0,False,,,,,
TXN006257,ACC001448,Vikram Singh,"Alwarpet, Bengaluru - 298991",Savings,2026-05-24T15:46:33.068058,4511.22,UPI,Amazon India,DEV-495238,IN,Bengaluru,339,34649.56,0,False,,,,,
TXN006258,ACC001988,Amit Singh,"Andheri West, Chennai - 192045",Savings,2026-07-24T11:00:11.607515,111826.68,UPI,Metro Card Recharge,DEV-799157,IN,Chennai,1252,49187.7,0,False,,,,,
TXN006259,ACC002184,Sanjay Chatterjee,"Salt Lake, Hyderabad - 425230",Current,2026-06-30T22:51:18.489655,609.37,UPI,BigBasket,DEV-506610,IN,Hyderabad,2018,1036.62,0,False,,,,,
TXN006260,ACC000408,Anjali Singh,"Kothrud, Kolkata - 636521",Savings,2026-06-27T21:27:18.609099,507.41,Card,HDFC Credit Card Payment,DEV-649262,IN,Kolkata,362,364.14,0,False,,,,,
TXN006261,ACC000376,Sanjay Reddy,"Gachibowli, Chennai - 772036",Savings,2026-06-06T19:42:27.543109,49558.16,IMPS,Netflix India,DEV-396882,IN,Chennai,305,50845.41,0,False,,,,,
TXN006262,ACC000194,Pooja Singh,"Malviya Nagar, Pune - 796982",Current,2026-07-04T18:23:02.734271,1816.16,UPI,Housing Society Maintenance,DEV-214682,IN,Pune,515,1462.94,0,False,,,,,
TXN006263,ACC001764,Pooja Verma,"Indiranagar, Chennai - 101526",Savings,2026-05-02T10:27:52.035801,55562.48,POS,School Fee Payment,DEV-933393,IN,Chennai,210,67906.3,0,False,,,,,
TXN006264,ACC000064,Anjali Nair,"Koramangala, Ahmedabad - 130271",Salary,2026-06-25T10:30:39.490977,6210.6,UPI,HDFC Credit Card Payment,DEV-832168,IN,Ahmedabad,285,9139.86,0,False,,,,,
TXN006265,ACC000164,Meera Chatterjee,"Jubilee Hills, Mumbai - 123839",Current,2026-05-30T18:34:04.290395,1392.21,NEFT,Local Restaurant,DEV-975373,IN,Mumbai,208,1987.12,0,False,,,,,
TXN006266,ACC000279,Vikram Gupta,"Salt Lake, Pune - 862491",Salary,2026-07-19T07:49:59.022326,3675.09,Card,LIC Premium,DEV-120053,IN,Pune,1768,4449.54,0,False,,,,,
TXN006267,ACC001228,Rajesh Singh,"Vasant Kunj, Mumbai - 755966",Savings,2026-06-06T20:02:40.960162,15441.43,IMPS,Local Restaurant,DEV-230300,IN,Mumbai,61,31432.98,0,False,,,,,
TXN006268,ACC000893,Anil Gupta,"Aundh, Pune - 759367",Savings,2026-07-21T19:12:25.416207,16179.65,UPI,HDFC Credit Card Payment,DEV-686317,IN,Pune,199,19340.18,0,False,,,,,
TXN006269,ACC000162,Neha Iyer,"Vasant Kunj, Mumbai - 528728",Salary,2026-07-16T07:14:41.663115,1065.47,IMPS,Rent Payment - Landlord,DEV-595002,IN,Mumbai,2100,1460.69,0,False,,,,,
TXN006270,ACC000558,Divya Patel,"Vasant Kunj, Delhi - 590963",Salary,2026-05-14T21:31:28.381133,2226.56,IMPS,HDFC Credit Card Payment,DEV-652891,IN,Delhi,1764,10418.94,0,False,,,,,
TXN006271,ACC000084,Sanjay Iyer,"Powai, Pune - 344316",Salary,2026-07-07T18:03:05.960300,67971.49,NEFT,HDFC Credit Card Payment,DEV-317220,IN,Pune,200,68938.16,0,False,,,,,
TXN006272,ACC000220,Neha Bose,"Indiranagar, Chennai - 816116",NRI,2026-05-15T13:30:50.077485,38695.0,UPI,Apollo Pharmacy,DEV-541307,IN,Chennai,285,23578.89,0,False,,,,,
TXN006273,ACC001626,Pooja Patel,"Andheri West, Bengaluru - 656666",Savings,2026-06-25T18:26:22.635497,1468.78,IMPS,BSES Electricity Bill,DEV-510079,IN,Bengaluru,1276,1273.63,0,False,,,,,
TXN006274,ACC000479,Rohit Desai,"Powai, Mumbai - 757776",Salary,2026-06-22T21:56:22.173018,84072.5,POS,IRCTC,DEV-764170,IN,Mumbai,932,55742.71,0,False,,,,,
TXN006275,ACC000736,Amit Reddy,"Salt Lake, Hyderabad - 817663",Savings,2026-06-07T20:11:18.145683,1398.41,UPI,LIC Premium,DEV-470472,IN,Hyderabad,242,1841.9,0,False,,,,,
TXN006276,ACC000217,Rohit Reddy,"Powai, Ahmedabad - 327797",Savings,2026-06-21T09:04:52.792511,10853.09,IMPS,Metro Card Recharge,DEV-746002,IN,Ahmedabad,2167,10165.04,0,False,,,,,
TXN006277,ACC000781,Rohit Verma,"Alwarpet, Hyderabad - 308915",Salary,2026-07-10T14:30:02.382065,822.38,Card,Zomato,DEV-380589,IN,Hyderabad,88,789.57,0,False,,,,,
TXN006278,ACC000971,Shalini Reddy,"Ballygunge, Delhi - 196619",Savings,2026-06-04T15:16:54.096078,33403.94,Card,HDFC Credit Card Payment,DEV-170369,IN,Delhi,496,52363.01,0,False,,,,,
TXN006279,ACC001971,Vikram Desai,"HSR Layout, Bengaluru - 395225",Current,2026-06-27T17:42:36.985692,3033.06,UPI,Metro Card Recharge,DEV-259739,IN,Bengaluru,1162,2209.01,0,False,,,,,
TXN006280,ACC001105,Arjun Sharma,"Banjara Hills, Ahmedabad - 827651",Salary,2026-05-20T16:08:00.697874,1033.87,Card,Local Kirana Store,DEV-336783,IN,Ahmedabad,232,1238.63,0,False,,,,,
TXN006281,ACC001838,Anjali Chatterjee,"Malviya Nagar, Kolkata - 418544",Salary,2026-07-08T16:10:08.086637,37933.64,UPI,Swiggy,DEV-636221,IN,Kolkata,954,29553.74,0,False,,,,,
TXN006282,ACC001198,Manoj Rao,"Gachibowli, Kolkata - 791557",Savings,2026-06-14T22:56:48.350063,13170.72,NEFT,Rent Payment - Landlord,DEV-440904,IN,Kolkata,135,10423.52,0,False,,,,,
